epoch,train_loss,val_loss,params
1,1.8536097634006554,1.5767388105392457,334368
2,1.482428038623971,1.3598045428593954,334368
3,1.296541754628571,1.2471639156341552,334368
4,1.222593043891477,1.138921356201172,334368
5,0.8162950092638043,0.40815571943918866,334368
6,0.25563428918240777,0.09948227852582932,334368
7,0.04926921020616108,0.02467930701871713,334368
8,0.015903334815422415,0.0106493320936958,334368
9,0.008269153200876964,0.006797119664649169,334368
10,0.005648539165480876,0.004680864202479522,334368
