epoch,train_loss,val_loss,params
1,1.7438814866710717,1.4840165253343254,667296
2,1.3347373839835046,1.226648552664395,667296
3,1.1620139273959147,0.7465912638039425,667296
4,0.27585758173077457,0.02420767075542746,667296
5,0.01036861526753596,0.0053454176041072814,667296
6,0.0041689820945079266,0.00319857569411397,667296
7,0.0032373045318641923,0.0033857128422321945,667296
8,0.0027974258311433903,0.0030372144517906265,667296
9,0.47713705467168427,0.044022484586156645,667296
10,0.013479722047250875,0.005956977846678989,667296
